Time,1 D C,5 D C,10 D C,15 D C,20 D C,25 D C,30 D C,35 D C,40 D C,45 D C,50 D C,55 D C,60 D C,65 D C,70 D C,75 D C,80 D C,85 D C,90 D C,95 D C,99 D C
09/01/2023,0.3088536084,0.3078763912,0.306899174,0.3059219568,0.3049447396,0.30396752260000004,0.3020761044,0.30064307160000003,0.2980169344,0.2948022836,0.2910257116,0.2863068908,0.2808061982,0.2744306396,0.2677432628,0.2627135462,0.259712775,0.258365505,0.2581321606,0.25840025499999997,0.2789809956
10/01/2023,0.2879829298,0.2871157466,0.28624856320000003,0.28538138,0.2845141968,0.2836470136,0.2819685676,0.2806968932,0.27836645720000003,0.2755137736,0.27216244079999996,0.26797495579999997,0.2630936372,0.2574359618,0.2515015786,0.24703820440000002,0.2443753178,0.24317974939999998,0.2429726794,0.2432105866,0.26147395100000004
11/01/2023,0.2860282664,0.2851713884,0.2843145106,0.2834576326,0.2826007548,0.2817438768,0.280085377,0.2788288148,0.276526073,0.27370728980000003,0.2703957832,0.26625806080000003,0.26143475019999995,0.2558443088,0.2499804482,0.2455701152,0.24293887339999998,0.24175751280000002,0.2415529036,0.24178798359999998,0.25983431199999996
12/01/2023,0.2838395228,0.2829941844,0.282148846,0.2813035074,0.280458169,0.27961283060000003,0.2779766656,0.2767370252,0.2744652942,0.27168447100000004,0.26841756,0.2643355598,0.259577204,0.2540620482,0.2482771552,0.2439262154,0.24133040840000003,0.2401649568,0.239963103,0.2401950172,0.2579983184
01/01/2024,0.2832816568,0.28243925940000003,0.2815968622,0.2807544648,0.2799120676,0.2790696702,0.277439198,0.27620387080000003,0.2739400436,0.27116889580000003,0.26791335120000004,0.2638455534,0.2591037532,0.2536077862,0.2478430204,0.243507219,0.24092044340000002,0.23975904680000001,0.2395578952,0.2397890026,0.2575303612
02/01/2024,0.2851486696,0.2842964292,0.2834441886,0.282591948,0.2817397076,0.280887467,0.279237943,0.2779881812,0.2756979018,0.27289437380000003,0.2696007888,0.2654854598,0.26068825279999996,0.2551280666,0.2492959408,0.2449094764,0.242292475,0.24111750780000002,0.2409140058,0.2411478136,0.25909647599999996
03/01/2024,0.28979648960000004,0.288919745,0.2880430004,0.28716625560000003,0.286289511,0.2854127664,0.2837158142,0.2824301186,0.2800739876,0.2771898508,0.2738015668,0.2695679112,0.264632772,0.258912716,0.2529129016,0.2484003148,0.24570806779999999,0.2444993172,0.244289964,0.24453049440000002,0.2629952276
04/01/2024,0.2398510746,0.239237651,0.2386242274,0.23801080400000002,0.2373973804,0.23678395680000003,0.2355966666,0.2346971162,0.23304862460000003,0.2310307082,0.2286600598,0.22569793859999998,0.222245017,0.21824292,0.21404508719999998,0.21088780880000002,0.20900415,0.2081584352,0.20801195900000002,0.2081802486,0.2210992918
05/01/2024,0.23567450480000002,0.2350831008,0.234491697,0.233900293,0.23330888900000002,0.23271748520000002,0.23157281419999998,0.2307055544,0.22911623739999998,0.22717075660000002,0.2248852058,0.2220294136,0.21870043900000002,0.2148420024,0.2107948562,0.2077509124,0.2059348698,0.205119513,0.20497829480000002,0.20514054339999999,0.2175958412
06/01/2024,0.23320058,0.23262221900000002,0.232043858,0.23146549700000002,0.230887136,0.2303087752,0.229189349,0.2283412158,0.2267869502,0.22488437560000002,0.2226492308,0.21985642100000002,0.2166008644,0.2128275228,0.2088696334,0.2058928214,0.2041168304,0.2033194556,0.20318135180000002,0.20334002220000003,0.21552062760000001
07/01/2024,0.233423236,0.23284370120000003,0.2322641664,0.23168463160000002,0.23110509680000002,0.2305255618,0.2294038638,0.22855400920000002,0.2269965888,0.22509015259999998,0.2228504712,0.220051993,0.2167898286,0.21300882840000002,0.2090429056,0.2060600518,0.20428045620000002,0.203481463,0.20334307880000002,0.20350207120000002,0.2157073994
08/01/2024,0.2355425148,0.2349518068,0.2343610988,0.2337703908,0.2331796826,0.2325889746,0.2314456506,0.230579411,0.2289919642,0.2270487726,0.22476591099999998,0.22191347919999999,0.2185884216,0.214734525,0.21069214079999998,0.2076517786,0.205837873,0.2050234756,0.2048824234,0.20504448120000002,0.2174851234
09/01/2024,0.24004362680000002,0.23942918800000002,0.2388147492,0.23820031060000002,0.23758587180000001,0.2369714332,0.235782178,0.23488113900000002,0.2332299192,0.2312086632,0.2288340918,0.2258670684,0.22240843240000002,0.2183997124,0.21419493239999998,0.21103242900000002,0.209145653,0.2082985384,0.20815181980000003,0.20832038800000002,0.22126081120000002
10/01/2024,0.2093280884,0.20887558760000002,0.2084230866,0.2079705856,0.2075180848,0.2070655838,0.20618976160000002,0.20552619500000002,0.2043101608,0.202821615,0.2010728712,0.1988878188,0.19634072000000002,0.1933885142,0.19029192080000001,0.18796290780000002,0.186573399,0.185949545,0.1858414946,0.185965636,0.19549555899999999
11/01/2024,0.2092940686,0.20884174700000002,0.2083894254,0.20793710380000002,0.2074847822,0.20703246079999998,0.2061569856,0.205493682,0.20427812979999999,0.202790174,0.2010421234,0.19885793699999998,0.196311848,0.19336081240000003,0.19026544639999998,0.1879373564,0.1865483986,0.1859247916,0.1858167842,0.1859408764,0.195467022
12/01/2024,0.2092970378,0.2088447006,0.2083923634,0.207940026,0.20748768880000001,0.2070353516,0.2061598462,0.2054965198,0.2042809254,0.2027929182,0.201044807,0.198860545,0.19631436800000002,0.19336323,0.190267757,0.18793958659999999,0.18655058060000002,0.1859269522,0.18581894100000002,0.1859430372,0.1954695126
01/01/2025,0.20831801100000003,0.2078708354,0.2074236598,0.2069764842,0.20652930860000002,0.20608213279999998,0.20521661800000002,0.2045608606,0.2033591374,0.2018881096,0.2001599462,0.1980006088,0.19548348599999998,0.1925660234,0.1895058726,0.18720426880000002,0.1858311128,0.1852146006,0.1851078218,0.1852305022,0.1946482712
02/01/2025,0.2082738462,0.20782690339999998,0.20737996060000002,0.2069330178,0.206486075,0.2060391322,0.205174068,0.20451865200000002,0.2033175546,0.20184729280000002,0.2001200294,0.1979618162,0.195446004,0.1925300606,0.1894715032,0.187171098,0.1857986568,0.1851824656,0.1850757426,0.185198359,0.1946112242
03/01/2025,0.20822231959999998,0.2077756486,0.2073289774,0.2068823062,0.20643563520000002,0.205988964,0.2051244256,0.20446940800000002,0.2032690406,0.20179967240000002,0.2000734588,0.19791655740000003,0.19540227440000002,0.1924881034,0.189431405,0.187132398,0.185760791,0.1851449744,0.1850383162,0.18516085799999998,0.19456800200000002
04/01/2025,0.2082063414,0.2077597546,0.20731316760000001,0.2068665808,0.2064199938,0.205973407,0.2051090314,0.2044541374,0.20325399640000003,0.2017849054,0.20005901739999998,0.1979025228,0.19538871400000002,0.1924750926,0.18941897060000001,0.1871203972,0.18574904879999998,0.1851333484,0.1850267102,0.185149229,0.1945545988
