Mon 0.01,Mon 0.05,Mon 0.1,Mon 0.15,Mon 0.2,Mon 0.25,Mon 0.3,Mon 0.35,Mon 0.39999999999999997,Mon 0.44999999999999996,Mon 0.49999999999999994,Mon 0.5499999999999999,Mon 0.6,Mon 0.65,Mon 0.7,Mon 0.75,Mon 0.7999999999999999,Mon 0.85,Mon 0.9,Mon 0.95,Mon 0.99
5.220436878502369,3.9425628036260605,3.418111778795719,3.054989106953144,2.7660229951143265,2.732811781305764,2.7217980125569805,2.7049960989350006,2.687086962103943,2.6653809707528744,2.639199117283126,2.6099925357984723,2.5822125088580403,2.549779289207855,2.5138577726732856,2.475179709658759,2.4369711326793126,2.3921029123160564,2.3487444830691744,2.3068435519263324,2.27434722072521
2.78,2.7585472406171387,2.734022931148242,2.714060337250787,2.688762738453945,2.6609459447883053,2.6283309403927526,2.5965093271037367,2.566996053812393,2.5304775876774053,2.495173179158953,2.4599551339299413,2.4243019716705736,2.386686103203348,2.3511664476775755,2.3175253878140896,2.285585854349824,2.254765638179619,2.223138931092192,2.1928768496937985,2.169587373263057
2.7728533193049776,2.7300960786641935,2.695477619548671,2.656662304631329,2.6131437560389723,2.5758552653243614,2.534237547645214,2.4941794688719594,2.455846497464531,2.4174078608356426,2.379268793317903,2.344100970028173,2.3114665677284343,2.2810249608649027,2.251868481360844,2.2227287295541425,2.1951801398955277,2.1690687532126747,2.1469254298061378,2.127390619731081,2.1124920428182787
2.717173403754331,2.6720094541323753,2.6173340146185256,2.558153926416449,2.5047242258849955,2.456702729658675,2.412684863648364,2.3719376088955038,2.3347400355216843,2.2996866687602044,2.2666231594182005,2.2363036993388095,2.2065386070186963,2.1783612587989323,2.152009978013367,2.1277105976967556,2.1082136452982874,2.089882399970412,2.0726043434457524,2.056284318817965,2.0466861392071674
2.3886005306323472,2.3450156863827867,2.3039531654767518,2.252466975935229,2.209365990889622,2.169451235005899,2.130929935111371,2.0960409445042125,2.0629389489950474,2.0318712566197434,1.9994274176876594,1.9695641700472626,1.9425661994401118,1.9189710160557643,1.8969376100609057,1.8762829583075855,1.8581995537598166,1.8417885501851132,1.8263159888317975,1.8116977907774892,1.8005689761425763
2.284283784341307,2.2355227762219103,2.182551146161102,2.129765672531703,2.090117549491567,2.0504975120820093,2.013443315772105,1.9782628788012202,1.9468828573942976,1.9161740952369077,1.8882546943844896,1.862652669320716,1.8390099731828808,1.8170520281806901,1.7965611412954476,1.7786257692572356,1.7624181376711308,1.7471794059647008,1.7328159937640197,1.7195377603717399,1.7132172760142732
2.3040539248508836,2.2381018659742296,2.173288363684576,2.116725986431805,2.067778952349977,2.025319001625382,1.9880510904666935,1.9535695944733324,1.9224724961595883,1.8941758949169176,1.866771073321279,1.841667396175707,1.8185020138966372,1.8004820148811564,1.7858951337322058,1.7723447180467744,1.7597114485250094,1.748517464051086,1.74073672131738,1.7334627342484512,1.7279750650107872
2.0055930454029633,1.9610766565404716,1.9192698333568832,1.8710153037874127,1.8331119530753341,1.7977182291534393,1.7657857112958595,1.7360126521618662,1.7085478737821524,1.6822333964592593,1.6583357724874688,1.6350760372010087,1.6127840534136944,1.5920353259759354,1.5726285668165252,1.5592569386573598,1.5475326471184083,1.5365572862435837,1.526256220963558,1.5171753704761248,1.5111420970241354
1.9304168777572082,1.8843531247989849,1.8326077347473129,1.791232311956383,1.7533346959492648,1.718441966388958,1.6862816727369765,1.6574507100789766,1.6299473771593114,1.6044859701974459,1.581359163587078,1.5601676833701827,1.5406117799312413,1.522458567123262,1.506567872265972,1.4944542935732557,1.4831470079548286,1.4725599876333058,1.4626210893997897,1.455718239852008,1.4512284285378139
1.8962895594016542,1.8439450958970767,1.7935483903644074,1.7455435724345263,1.7063136816947888,1.672687541818946,1.6445671115953455,1.6178016954447132,1.5907351073305296,1.5664586987477933,1.5444364262118109,1.52428023692044,1.5056996422485418,1.4888204115533383,1.4764921577098418,1.4650341143352559,1.4543466209269322,1.444346267387716,1.4367806003141845,1.43116976948094,1.4269403486708665
1.7125317245185845,1.6711097288112642,1.6362317895837004,1.5924050382030113,1.5627649602983051,1.5298285704666474,1.501019749961614,1.4760944402763274,1.4532907160864985,1.4308205610665135,1.4104130632487035,1.3917157386384025,1.3744648839373927,1.3584561608584391,1.3435294518960166,1.3309599982810791,1.3196345013115334,1.3090033452730214,1.298997887046018,1.2897184256921506,1.2851413949015038
1.642289673553792,1.6007838612319143,1.5662108496879814,1.530093251188369,1.4943804334162865,1.465605501364422,1.439976783696621,1.4154500780462242,1.3938039704543292,1.374427717676186,1.3568924469794763,1.3395605489710714,1.3226521904806277,1.3069532888491548,1.2923064559162543,1.2801104092611924,1.268974132141026,1.2585143915828256,1.2486649471905227,1.2395952417052258,1.2350750783088666
1.554166920810993,1.5180953766626666,1.4822805976841753,1.4485267129789305,1.4196729950247025,1.3932237027704257,1.3690406173974787,1.3481574519198796,1.3297089870596108,1.3076372969656527,1.287538626840318,1.269075262908716,1.251994644287849,1.2361017410003539,1.2212428149169405,1.208039773315881,1.1985681188536712,1.1896940161311922,1.1813580729438213,1.1735102100925512,1.168690358685148
1.14,1.13,1.1124382729475135,1.1063537131606391,1.094008158885673,1.0784467634722126,1.0621919002137272,1.0478711728609016,1.035084572821827,1.0210529006977194,1.0064168670072215,0.9929153267400506,0.980391087476342,0.9683928476727358,0.9546328240631659,0.9416362895847418,0.9291966308463363,0.9152275189460035,0.9018598287777354,0.8890442682862895,0.8794574778398728
1.1,1.09,1.08,1.0667229648891088,1.0544374469160405,1.0393287770506354,1.0262274912713794,1.0160088397108913,0.9985365640013542,0.9826529886209263,0.9680860871064557,0.9546331314012056,0.9421398653883057,0.9304847527189194,0.9168817865987953,0.9039011298050109,0.8915900415680749,0.8798865902219617,0.8687387692361986,0.8581029281708241,0.8499513310845924
1.07,1.06,1.05,1.0362508668757926,1.0240228242362777,1.0137310155272186,1.0007607412515176,0.986711257817237,0.9741673282620716,0.9601173761892523,0.9457968701204027,0.9325753157312645,0.9202989463121632,0.9085568942814276,0.8950792816146756,0.882332397010795,0.8702413039103186,0.8587450598734216,0.8477920713982772,0.8373393015923208,0.8294630433996518
1.04,1.0308933486530711,1.0211296478958871,1.0062331597241898,1.0,0.9868482752649355,0.9710044485972368,0.9570461769961949,0.944577361026513,0.9307869487449633,0.9165643853568666,0.903423971773281,0.8912134535851525,0.8798144803319955,0.8691321090512386,0.8590891608461185,0.8495232125304792,0.8381859980197613,0.827380770465646,0.8170650823059872,0.8093281997927648
1.02,1.0100807872768292,1.0001103255477988,0.9940197371665176,0.9819034802460204,0.9652378263384032,0.9541924394069946,0.9438132756672799,0.9315705738073461,0.9169528178254526,0.9030182832627672,0.8901540423347692,0.8782081281479106,0.8663298357061314,0.8532298661619511,0.8408329171409369,0.8292607208379646,0.8204219538000423,0.8120535734474165,0.8041179178477803,0.798059012615573
1.02,1.01,0.9969845638139933,0.9819932435401806,0.9777405598875148,0.9598280056313145,0.9444275083918301,0.9309142782329137,0.9188810368946135,0.9080461038812072,0.8975181942053596,0.8850124913890294,0.8734150723053602,0.8607658278099254,0.8480621764642947,0.8360521822761786,0.8246641585188491,0.8138386571059785,0.8035253339061093,0.7936831016522093,0.7878846604720783
0.92,0.91,0.9,0.8914907588342764,0.88,0.876548471852757,0.860771103996201,0.8526108213495857,0.8421601210588694,0.8308000202514028,0.8204079333305729,0.8108411169681943,0.7988955131201876,0.7873989008890555,0.7765817082435419,0.7663717516326901,0.7567091950361259,0.7469019281807077,0.7358610575899439,0.7252738530681491,0.7171077614783596
0.9,0.8940900585549415,0.885616393322456,0.88,0.8680797343401488,0.8579329177715248,0.8484675033147389,0.834630613405386,0.8256572022451335,0.8185897176979126,0.804527718517097,0.7914785034942893,0.7822681625524822,0.7740834282682686,0.7638154456084187,0.7512303542801718,0.7392304658135062,0.7282231139157411,0.7195454211800159,0.7112826714975438,0.704951212681755
0.89,0.88,0.87,0.8687679640560709,0.8568647100042579,0.8467816653017487,0.8365561874070574,0.8228690637874336,0.8105824413088994,0.7994364825662508,0.789242418946987,0.779805135099522,0.767796220745405,0.7565362812358299,0.7459373016799267,0.7359283826388395,0.7264510468414428,0.7174567298599395,0.7089053206941385,0.7007622768627252,0.6945221266486759
0.88,0.8723278166356476,0.8632868625095437,0.857563585881033,0.8457003099115857,0.8356827068489632,0.8247426184908354,0.8112028357481949,0.8038952986442576,0.794628443422068,0.7809397190216111,0.7687238486429449,0.7601571477103267,0.7521977441294907,0.7427173453557546,0.7329677903469282,0.7237435587385838,0.7136991982441522,0.7031717944640591,0.6930757479807536,0.6852870762893452
0.8897811683663346,0.8795657917587039,0.8697018836480941,0.8551338064283464,0.85,0.8359949259043203,0.8248679744498989,0.8154004573191828,0.8035610917633671,0.7928589803163566,0.7831009362701653,0.7719368150171662,0.7604703389883412,0.7497403878793473,0.7396584793024321,0.730153997344086,0.7211684936212798,0.7126533531853594,0.7045684733640278,0.6968792356820201,0.6909927984107372
0.9085009591515709,0.8957223868945,0.8849255211795369,0.8701975372649695,0.8584528547298528,0.848707396764567,0.8404054583384252,0.8278467444553455,0.8150830987727308,0.8009612392916824,0.7885525010801957,0.7798751156095736,0.7718798276438371,0.7623275314540777,0.7526972988364126,0.7436390400228728,0.7338425745898274,0.723644719057129,0.713909600405217,0.7045993020664484,0.6985858774591395
0.66,0.66,0.66,0.6522162832976744,0.65,0.6488982259703426,0.6399294515377936,0.6317291226600962,0.63,0.6227697009341625,0.6114497838693883,0.6048476420108992,0.598725612909431,0.5893598686338822,0.5804858173647606,0.5720582781533441,0.5640399193995703,0.5563999295280199,0.5491125462100441,0.5421559003266615,0.5368160992926112
0.64,0.64,0.6353805739815336,0.63,0.63,0.6216636206193993,0.62,0.6130355842392252,0.6054959734039669,0.5985272096492081,0.5920641820874396,0.5860528320760893,0.5804480224051674,0.5713817389154413,0.5624433746368104,0.553941856871398,0.5458407921497398,0.5381103205572559,0.5307256019540201,0.5236656491769481,0.5182395039232841
0.63,0.6272874645100727,0.62,0.62,0.6126648271717798,0.61,0.6026049672731076,0.6,0.5954081016145214,0.5884715528054644,0.5820385276326592,0.5760547478512811,0.5704750452288242,0.5614835793791536,0.5525945765668471,0.5441370746299541,0.5360750628304979,0.5283786238547736,0.5210232700453815,0.5139881965258866,0.5085788278098116
0.62,0.62,0.62,0.6130332995688741,0.61,0.6099162730022393,0.6010504902799121,0.6,0.5939703739539082,0.5871162209195552,0.5807715292051218,0.5709223067861185,0.5610763678838913,0.5554050870278333,0.5505376528925496,0.5426693836165394,0.5347610252634825,0.5272168827421075,0.5200117371985767,0.5131245122775088,0.5069266909026443
0.63,0.63,0.63,0.6202251772898484,0.6180609477505017,0.61,0.6079342989379963,0.599896300677612,0.5925381198272394,0.5857680452631554,0.5795126134837486,0.5737122504711186,0.5669979943969445,0.5579427833966868,0.5496477200383094,0.545173357265459,0.540976129330371,0.5323701810195036,0.5226171050887453,0.513192379955538,0.5070864606500726
0.65,0.65,0.64,0.64,0.6334325313941166,0.63,0.6233067312651199,0.6154045598414534,0.6082254377068221,0.601662004462017,0.5956305243382386,0.5900643903036689,0.5808904587632552,0.5722076192540776,0.5640080771075767,0.5562444844056859,0.5488777696031548,0.5418756843247263,0.5352112137505105,0.5288611766284814,0.523994224404243
0.5,0.5,0.5,0.5,0.49641465248843447,0.49,0.49,0.4881719388283764,0.4805170561383217,0.48,0.474752390246504,0.4682615680030755,0.46210480732288944,0.45626092989054506,0.45071125863306394,0.4454394261800885,0.4404309437285002,0.4321038654484943,0.42370566547653904,0.41761708517515295,0.4142595075082485
0.5,0.5,0.5,0.49519055936432604,0.49,0.49,0.49,0.4869205483144109,0.48,0.48,0.47365164277608635,0.4672346773308608,0.46115686049371524,0.4553952552697314,0.44992981570946167,0.4447430813345259,0.43967403054862975,0.4311448617914638,0.422894562074091,0.4172595083052489,0.4139661440309714
0.5,0.5,0.49390285271988915,0.49,0.49,0.49,0.485483175369073,0.48,0.47816223897052834,0.4709990241314747,0.47,0.4662751271677057,0.46027183514469244,0.45458754936738516,0.44920099276920017,0.4440937331464628,0.4386435104944545,0.43025068526526294,0.4221378488887385,0.4142890316063181,0.4081917265267087
0.49,0.49,0.49,0.48468241675583856,0.48,0.48,0.48,0.4763004521836056,0.47,0.46990925755392593,0.46319666416776106,0.4568496417507161,0.450840792925442,0.4451462735908015,0.439745411125327,0.4346203236282655,0.42955845978767776,0.42114383403937955,0.4130014797595789,0.40736720732413995,0.4041086928933237
0.49,0.49,0.48350294455736326,0.48,0.48,0.48,0.47488452579133056,0.47,0.47,0.4688533679093912,0.46220338724372884,0.4559250015394922,0.4499887987649315,0.4443694683012442,0.43904519802752157,0.43399720500465994,0.4285729335332162,0.42029017469594454,0.41228088389347106,0.4070495205859369,0.4038487491846391
0.49,0.49,0.482879473710013,0.48,0.48,0.4739906399962871,0.47,0.47,0.4666704663325704,0.46,0.46,0.4551158091182472,0.44924375181358556,0.44369056804742574,0.43843347981437963,0.43345294814801455,0.4277124675673555,0.4195447768660967,0.41165145012702065,0.4040160553510487,0.39808472485460705
0.48,0.48,0.48,0.48,0.48,0.4729242786771515,0.47,0.47,0.465626517906318,0.4586269599456192,0.4520323569552626,0.45,0.44844459355502936,0.44296274000382024,0.4360623074189402,0.427259704856545,0.4193171062189184,0.4148099689589868,0.41053240997438517,0.40346623479884247,0.39763467820862586
